Lead Month,Revenue Month,Revenue,Platform,Campaign,Ad Name,Aff_param,profile_id
2025-03-01,2025-May,226.05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011063
2025-03-01,2025-May,165.44,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010893
2025-03-01,2025-May,158.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010892
2025-03-01,2025-May,111.02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010892
2025-03-01,2025-May,134.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010880
2025-03-01,2025-May,114.13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010732
2025-03-01,2025-May,88.81,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010717
2025-03-01,2025-May,139.51,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010712
2025-03-01,2025-May,39.82,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010703
2025-03-01,2025-May,62.15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010703
2025-03-01,2025-May,129.12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010701
2025-03-01,2025-May,120.95,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010700
2025-03-01,2025-May,55.13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010538
2025-03-01,2025-May,137.81,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010340
2025-03-01,2025-Apr,236.74,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007020
2025-03-01,2025-Mar,129.31,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990011163
2025-03-01,2025-Mar,133.19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990009075
2025-03-01,2025-Apr,108.07,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007450
2025-03-01,2025-Apr,89.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007441
2025-03-01,2025-Apr,147.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007430
2025-03-01,2025-Apr,172.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007265
2025-03-01,2025-Apr,156.61,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006948
2025-03-01,2025-Apr,124.62,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990012125
2025-03-01,2025-Apr,158.61,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011968
2025-03-01,2025-Apr,101.23,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011967
2025-03-01,2025-Apr,63.5,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011967
2025-03-01,2025-Apr,109.98,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011966
2025-03-01,2025-Apr,109.78,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011962
2025-03-01,2025-Apr,36.73,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011823
2025-03-01,2025-Apr,81.4,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011821
2025-03-01,2025-Apr,160.38,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011821
2025-03-01,2025-Apr,112.3,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011458
2025-03-01,2025-Apr,1643.81,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011098
2025-03-01,2025-Apr,1234.2,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011098
2025-03-01,2025-Apr,115.94,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007450
2025-03-01,2025-Apr,111.21,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011095
2025-03-01,2025-Apr,141.19,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007608
2025-03-01,2025-Apr,80.76,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007612
2025-03-01,2025-Apr,136.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008269
2025-03-01,2025-Apr,92.42,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008266
2025-03-01,2025-Apr,411.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008266
2025-03-01,2025-Apr,226.96,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008258
2025-03-01,2025-Apr,89.64,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008113
2025-03-01,2025-Apr,97.11,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008111
2025-03-01,2025-Apr,87.68,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008106
2025-03-01,2025-Apr,192.68,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008105
2025-03-01,2025-Apr,148.46,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008104
2025-03-01,2025-Apr,129.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007942
2025-03-01,2025-Apr,187.67,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007940
2025-03-01,2025-Apr,104.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007629
2025-03-01,2025-Apr,109.29,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007622
2025-03-01,2025-Apr,135.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007620
2025-03-01,2025-Apr,160.5,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007618
2025-03-01,2025-Apr,113.53,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007617
2025-03-01,2025-Apr,53.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007614
2025-03-01,2025-Apr,215.03,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007612
2025-03-01,2025-Apr,156.32,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008417
2025-03-01,2025-Apr,110.89,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010920
2025-03-01,2025-Apr,128.86,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010565
2025-03-01,2025-Apr,128.87,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010909
2025-03-01,2025-Apr,59.33,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010739
2025-03-01,2025-Apr,118.63,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010549
2025-03-01,2025-Apr,141.05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010355
2025-03-01,2025-Apr,81.15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010353
2025-03-01,2025-Apr,70.62,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010346
2025-03-01,2025-Apr,68.68,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010184
2025-03-01,2025-Apr,83.08,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010175
2025-03-01,2025-Apr,129.47,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990009661
2025-03-01,2025-Apr,134.01,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990007820
2025-03-01,2025-Apr,82.5,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990007661
2025-03-01,2025-Apr,81.3,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990007661
2025-03-01,2025-Apr,122.05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990007489
2025-03-01,2025-Apr,97.24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990006994
2025-03-01,2025-Apr,718.33,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990012171
2025-03-01,2025-Apr,1396.53,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990012171
2025-03-01,2025-Apr,105.79,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990012162
2025-03-01,2025-Apr,60.62,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010912
2025-03-01,2025-Apr,116.3,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010920
2025-03-01,2025-Apr,112.75,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011087
2025-03-01,2025-Apr,186.81,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011954
2025-03-01,2025-Apr,61.0,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010012
2025-03-01,2025-Apr,45.5,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010012
2025-03-01,2025-Apr,48.19,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010012
2025-03-01,2025-Apr,156.3,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009843
2025-03-01,2025-Apr,127.89,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009668
2025-03-01,2025-Apr,96.96,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009667
2025-03-01,2025-Apr,67.38,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009326
2025-03-01,2025-Apr,75.97,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009322
2025-03-01,2025-Apr,93.89,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990008815
2025-03-01,2025-Apr,81.11,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990008812
2025-03-01,2025-Apr,86.32,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990008636
2025-03-01,2025-Apr,55.18,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007832
2025-03-01,2025-Apr,66.41,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007671
2025-03-01,2025-Apr,133.53,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007494
2025-03-01,2025-Apr,135.73,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007156
2025-03-01,2025-Apr,176.34,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007013
2025-03-01,2025-Apr,150.8,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011954
2025-03-01,2025-Apr,67.12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011627
2025-03-01,2025-Apr,66.44,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990012011
2025-03-01,2025-Apr,148.41,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008574
2025-03-01,2025-Apr,126.49,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008578
2025-03-01,2025-Apr,192.94,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006982
2025-03-01,2025-Apr,99.16,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006979
2025-03-01,2025-Apr,54.5,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012072
2025-03-01,2025-Apr,93.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012068
2025-03-01,2025-Apr,68.81,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012061
2025-03-01,2025-Apr,51.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011922
2025-03-01,2025-Apr,182.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011783
2025-03-01,2025-Apr,82.02,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011779
2025-03-01,2025-Apr,86.71,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011777
2025-03-01,2025-Apr,197.37,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011771
2025-03-01,2025-Apr,145.94,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011586
2025-03-01,2025-Apr,91.57,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011579
2025-03-01,2025-Apr,234.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011578
2025-03-01,2025-Apr,105.97,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011410
2025-03-01,2025-Apr,110.76,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011406
2025-03-01,2025-Apr,113.88,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011223
2025-03-01,2025-Apr,99.05,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011209
2025-03-01,2025-Apr,88.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006982
2025-03-01,2025-Apr,117.83,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011205
2025-03-01,2025-Apr,89.13,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006988
2025-03-01,2025-Apr,236.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007128
2025-03-01,2025-Apr,57.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990008287
2025-03-01,2025-Apr,163.41,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007956
2025-03-01,2025-Apr,82.18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007652
2025-03-01,2025-Apr,40.62,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007651
2025-03-01,2025-Apr,70.63,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007646
2025-03-01,2025-Apr,143.61,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007646
2025-03-01,2025-Apr,123.27,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007644
2025-03-01,2025-Apr,106.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007641
2025-03-01,2025-Apr,922.91,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007469
2025-03-01,2025-Apr,95.02,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007468
2025-03-01,2025-Apr,158.95,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007466
2025-03-01,2025-Apr,179.52,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007274
2025-03-01,2025-Apr,110.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007267
2025-03-01,2025-Apr,129.9,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007267
2025-03-01,2025-Apr,56.66,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007145
2025-03-01,2025-Apr,82.89,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007144
2025-03-01,2025-Apr,144.62,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007133
2025-03-01,2025-Apr,102.41,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007122
2025-03-01,2025-Apr,143.01,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008575
2025-03-01,2025-Apr,84.42,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011050
2025-03-01,2025-Apr,86.85,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011040
2025-03-01,2025-Apr,92.8,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009609
2025-03-01,2025-Apr,60.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009607
2025-03-01,2025-Apr,116.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009605
2025-03-01,2025-Apr,227.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009601
2025-03-01,2025-Apr,69.3,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009439
2025-03-01,2025-Apr,140.86,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009437
2025-03-01,2025-Apr,76.45,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009435
2025-03-01,2025-Apr,123.29,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009270
2025-03-01,2025-Apr,70.72,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008964
2025-03-01,2025-Apr,1397.27,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008934
2025-03-01,2025-Apr,2988.4,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008934
2025-03-01,2025-Apr,147.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008929
2025-03-01,2025-Apr,124.38,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008927
2025-03-01,2025-Apr,187.2,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008768
2025-03-01,2025-Apr,117.52,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008767
2025-03-01,2025-Apr,81.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008763
2025-03-01,2025-Apr,215.56,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008585
2025-03-01,2025-Apr,121.34,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009611
2025-03-01,2025-Apr,102.55,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011040
2025-03-01,2025-Apr,107.63,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009796
2025-03-01,2025-Apr,166.98,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009951
2025-03-01,2025-Apr,78.03,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011035
2025-03-01,2025-Apr,142.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010863
2025-03-01,2025-Apr,95.48,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010860
2025-03-01,2025-Apr,146.38,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010857
2025-03-01,2025-Apr,178.27,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010856
2025-03-01,2025-Apr,125.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010686
2025-03-01,2025-Apr,133.22,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010686
2025-03-01,2025-Apr,103.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010681
2025-03-01,2025-Apr,139.48,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010674
2025-03-01,2025-Apr,145.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010671
2025-03-01,2025-Apr,88.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010494
2025-03-01,2025-Apr,98.22,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010485
2025-03-01,2025-Apr,83.54,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010303
2025-03-01,2025-Apr,177.87,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010300
2025-03-01,2025-Apr,78.9,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010145
2025-03-01,2025-Apr,137.15,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010135
2025-03-01,2025-Apr,134.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009962
2025-03-01,2025-Apr,152.29,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009796
2025-03-01,2025-Apr,94.31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990008432
2025-03-01,2025-Apr,111.9,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990011847
2025-03-01,2025-Apr,89.57,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990011495
2025-03-01,2025-Apr,118.46,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009697
2025-03-01,2025-Apr,71.01,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009682
2025-03-01,2025-Apr,44.43,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009524
2025-03-01,2025-Apr,75.66,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009523
2025-03-01,2025-Apr,68.59,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990008834
2025-03-01,2025-Apr,31.91,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990008481
2025-03-01,2025-Apr,104.83,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990008008
2025-03-01,2025-Apr,72.11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990007860
2025-03-01,2025-Apr,164.13,Bing,Brand Search,Bing Brand Exact,AFF-3201,990012145
2025-03-01,2025-Apr,104.66,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011975
2025-03-01,2025-Apr,103.58,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011827
2025-03-01,2025-Apr,120.56,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011650
2025-03-01,2025-Apr,120.69,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011478
2025-03-01,2025-Apr,112.86,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011478
2025-03-01,2025-Apr,144.04,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011472
2025-03-01,2025-Apr,148.5,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011469
2025-03-01,2025-Apr,99.96,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011111
2025-03-01,2025-Apr,104.29,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009859
2025-03-01,2025-Apr,115.14,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011104
2025-03-01,2025-Apr,248.19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009861
2025-03-01,2025-Apr,50.75,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990010943
2025-03-01,2025-Apr,83.28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008193
2025-03-01,2025-Apr,140.55,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008193
2025-03-01,2025-Apr,82.41,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008048
2025-03-01,2025-Apr,91.57,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007884
2025-03-01,2025-Apr,30.35,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007882
2025-03-01,2025-Apr,55.66,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007874
2025-03-01,2025-Apr,51.82,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007385
2025-03-01,2025-Apr,104.05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007211
2025-03-01,2025-Apr,113.77,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007059
2025-03-01,2025-Apr,35.6,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007059
2025-03-01,2025-Apr,71.01,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007054
2025-03-01,2025-Apr,107.93,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990007054
2025-03-01,2025-Apr,74.47,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990012158
2025-03-01,2025-Apr,69.57,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011833
2025-03-01,2025-Apr,101.07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011652
2025-03-01,2025-Apr,157.9,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011651
2025-03-01,2025-Apr,152.26,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011295
2025-03-01,2025-Apr,179.76,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009866
2025-03-01,2025-Apr,77.47,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008193
2025-03-01,2025-Apr,60.07,Bing,Brand Search,Bing Brand Exact,AFF-3201,990010762
2025-03-01,2025-Apr,101.62,Bing,Brand Search,Bing Brand Exact,AFF-3201,990010197
2025-03-01,2025-Apr,84.99,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008318
2025-03-01,2025-Apr,95.75,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008161
2025-03-01,2025-Apr,78.36,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008160
2025-03-01,2025-Apr,74.94,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008160
2025-03-01,2025-Apr,134.83,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008156
2025-03-01,2025-Apr,115.95,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008156
2025-03-01,2025-Apr,123.55,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008154
2025-03-01,2025-Apr,94.12,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008153
2025-03-01,2025-Apr,177.32,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008003
2025-03-01,2025-Apr,55.41,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007998
2025-03-01,2025-Apr,153.73,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007844
2025-03-01,2025-Apr,214.15,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007684
2025-03-01,2025-Apr,121.41,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007507
2025-03-01,2025-Apr,196.02,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007320
2025-03-01,2025-Apr,106.94,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007320
2025-03-01,2025-Apr,184.13,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007168
2025-03-01,2025-Apr,139.99,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007165
2025-03-01,2025-Apr,1652.79,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008322
2025-03-01,2025-Apr,138.16,Bing,Brand Search,Bing Brand Exact,AFF-3201,990010208
2025-03-01,2025-Apr,42.99,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008651
2025-03-01,2025-Apr,2152.77,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008663
2025-03-01,2025-Apr,131.8,Bing,Brand Search,Bing Brand Exact,AFF-3201,990010196
2025-03-01,2025-Apr,83.93,Bing,Brand Search,Bing Brand Exact,AFF-3201,990010028
2025-03-01,2025-Apr,107.97,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009854
2025-03-01,2025-Apr,247.63,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009849
2025-03-01,2025-Apr,133.86,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009847
2025-03-01,2025-Apr,73.75,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009674
2025-03-01,2025-Apr,83.96,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009674
2025-03-01,2025-Apr,49.19,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009672
2025-03-01,2025-Apr,94.34,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009343
2025-03-01,2025-Apr,94.38,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009339
2025-03-01,2025-Apr,174.6,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009171
2025-03-01,2025-Apr,167.91,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009166
2025-03-01,2025-Apr,79.79,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009163
2025-03-01,2025-Apr,107.8,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009006
2025-03-01,2025-Apr,85.34,Bing,Brand Search,Bing Brand Exact,AFF-3201,990009005
2025-03-01,2025-Apr,201.9,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008825
2025-03-01,2025-Apr,310.39,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008824
2025-03-01,2025-Apr,130.33,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008657
2025-03-01,2025-Apr,66.27,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990011845
2025-03-01,2025-Apr,183.05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008201
2025-03-01,2025-Apr,83.63,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008526
2025-03-01,2025-Apr,93.11,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009525
2025-03-01,2025-Apr,78.76,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009356
2025-03-01,2025-Apr,72.63,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009356
2025-03-01,2025-Apr,143.33,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009203
2025-03-01,2025-Apr,76.33,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009201
2025-03-01,2025-Apr,81.29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009201
2025-03-01,2025-Apr,105.69,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009201
2025-03-01,2025-Apr,66.3,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009194
