Revenue Date,Revenue,Platform,Campaign,Ad Name,Aff_param,profile_id
2025-04-18,73.46,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990007535
2025-04-18,136.23,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990008691
2025-04-18,106.7,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990011134
2025-04-18,74.4,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990014345
2025-04-18,201.47,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990001049
2025-04-18,75.17,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990003490
2025-04-18,85.51,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990005328
2025-04-18,61.0,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010012
2025-04-18,521.97,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000133
2025-04-18,87.2,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000527
2025-04-18,166.9,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001622
2025-04-18,70.98,Google Search,Brand Search,Brand Core RSA,AFF-1201,990002893
2025-04-18,2061.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990003128
2025-04-18,125.61,Google Search,Brand Search,Brand Core RSA,AFF-1201,990003455
2025-04-18,139.64,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006367
2025-04-18,117.52,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008767
2025-04-18,234.31,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011578
2025-04-18,80.79,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012408
2025-04-18,175.25,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014751
2025-04-18,281.28,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014752
2025-04-18,82.94,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990003353
2025-04-18,163.76,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004636
2025-04-18,144.62,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007133
2025-04-18,75.17,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010000
2025-04-18,147.38,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010165
2025-04-18,63.19,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010535
2025-04-18,100.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011075
2025-04-18,117.73,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011250
2025-04-18,99.92,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011610
2025-04-18,92.09,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990012609
2025-04-18,70.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014030
2025-04-18,91.59,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014451
2025-04-18,136.14,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014919
2025-04-18,93.24,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990001812
2025-04-18,215.15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990011725
2025-04-18,210.33,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990008384
2025-04-18,82.79,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990010263
2025-04-18,87.29,X / Twitter,Thought Leadership,Analyst Thread Promo,AFF-7202,990013515
2025-04-19,105.07,Bing,Brand Search,Bing Brand Exact,AFF-3201,990000064
2025-04-19,2078.49,Bing,Brand Search,Bing Brand Exact,AFF-3201,990001977
2025-04-19,95.75,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008161
2025-04-19,130.33,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008657
2025-04-19,148.5,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011469
2025-04-19,80.33,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990006724
2025-04-19,68.59,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990008834
2025-04-19,97.97,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990000103
2025-04-19,107.9,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990002864
2025-04-19,67.42,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990003542
2025-04-19,50.96,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990006763
2025-04-19,60.65,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990012186
2025-04-19,39.28,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990012198
2025-04-19,64.74,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990012358
2025-04-19,40.67,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990012876
2025-04-19,92.31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990014703
2025-04-19,132.78,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990000784
2025-04-19,109.95,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990002966
2025-04-19,90.65,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004826
2025-04-19,948.84,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990008495
2025-04-19,129.14,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990014348
2025-04-19,64.17,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990002921
2025-04-19,82.5,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990007661
2025-04-19,67.12,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011627
2025-04-19,150.8,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990011954
2025-04-19,100.07,Google Search,Brand Search,Brand Core RSA,AFF-1201,990004758
2025-04-19,81.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990008763
2025-04-19,86.85,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011040
2025-04-19,149.43,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014428
2025-04-19,121.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014441
2025-04-19,95.71,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990000333
2025-04-19,109.22,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990001732
2025-04-19,147.85,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004773
2025-04-19,90.71,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990005624
2025-04-19,92.97,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990005756
2025-04-19,522.25,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990008794
2025-04-19,161.12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990008972
2025-04-19,168.81,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009129
2025-04-19,98.31,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009288
2025-04-19,204.26,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009981
2025-04-19,205.79,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011258
2025-04-19,170.72,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990012605
2025-04-19,114.15,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990013873
2025-04-19,83.65,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990006630
2025-04-19,52.03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990006630
2025-04-19,113.45,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990006634
2025-04-19,154.6,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990008387
2025-04-19,114.71,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990009080
2025-04-19,107.22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990010099
2025-04-19,192.03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990011365
2025-04-19,141.12,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990001281
2025-04-19,174.21,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990005560
2025-04-19,188.13,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990011717
2025-04-19,191.08,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990001708
2025-04-20,184.81,Bing,Brand Search,Bing Brand Exact,AFF-3201,990004810
2025-04-20,78.81,Bing,Brand Search,Bing Brand Exact,AFF-3201,990005185
2025-04-20,120.69,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011478
2025-04-20,175.1,Bing,Brand Search,Bing Brand Exact,AFF-3201,990014322
2025-04-20,248.19,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009861
2025-04-20,179.76,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990009866
2025-04-20,61.32,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990012337
2025-04-20,73.11,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990013438
2025-04-20,58.85,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990013926
2025-04-20,40.3,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008214
2025-04-20,132.45,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990014356
2025-04-20,72.77,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990000595
2025-04-20,121.66,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004548
2025-04-20,53.45,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990005082
2025-04-20,72.26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990006074
2025-04-20,81.29,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009201
2025-04-20,157.98,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990010969
2025-04-20,89.57,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990011495
2025-04-20,74.09,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990006854
2025-04-20,97.24,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990006994
2025-04-20,116.0,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990013892
2025-04-20,71.44,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990003489
2025-04-20,75.97,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009322
2025-04-20,128.86,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990010565
2025-04-20,82.96,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990013410
2025-04-20,156.62,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000529
2025-04-20,97.11,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001401
2025-04-20,132.7,Google Search,Brand Search,Brand Core RSA,AFF-1201,990005450
2025-04-20,143.89,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006817
2025-04-20,129.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007942
2025-04-20,116.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009605
2025-04-20,103.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010681
2025-04-20,125.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010686
2025-04-20,142.77,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010863
2025-04-20,197.37,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011771
2025-04-20,51.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990011922
2025-04-20,62.74,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012264
2025-04-20,308.28,Google Search,Brand Search,Brand Core RSA,AFF-1201,990013525
2025-04-20,190.68,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014006
2025-04-20,139.33,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990000539
2025-04-20,117.11,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990000742
2025-04-20,206.18,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004357
2025-04-20,114.05,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006515
2025-04-20,82.98,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990008972
2025-04-20,103.82,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010322
2025-04-20,154.47,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990013546
2025-04-20,71.84,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014029
2025-04-20,125.5,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014303
2025-04-20,102.03,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990004729
2025-04-20,113.18,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990005711
2025-04-20,97.92,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990005851
2025-04-20,98.41,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990005978
2025-04-20,187.53,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990007400
2025-04-20,121.75,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990008228
2025-04-20,286.38,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990014561
2025-04-20,94.42,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990000695
2025-04-20,135.27,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990007739
2025-04-20,107.9,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990010090
2025-04-20,274.9,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990010262
2025-04-20,63.96,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990001181
2025-04-20,60.74,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990004459
2025-04-20,45.08,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990011749
2025-04-21,221.77,Bing,Brand Search,Bing Brand Exact,AFF-3201,990000565
2025-04-21,70.97,Bing,Brand Search,Bing Brand Exact,AFF-3201,990001236
2025-04-21,56.13,Bing,Brand Search,Bing Brand Exact,AFF-3201,990005068
2025-04-21,126.36,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007024
2025-04-21,214.15,Bing,Brand Search,Bing Brand Exact,AFF-3201,990007684
2025-04-21,123.55,Bing,Brand Search,Bing Brand Exact,AFF-3201,990008154
2025-04-21,99.96,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011111
2025-04-21,125.31,Bing,Brand Search,Bing Brand Exact,AFF-3201,990014957
2025-04-21,266.37,Bing,Brand Search,Bing Brand Exact,AFF-3201,990015435
2025-04-21,104.39,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990014494
2025-04-21,1286.99,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990000889
2025-04-21,73.56,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990006193
2025-04-21,70.18,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990006606
2025-04-21,51.45,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990010245
2025-04-21,97.99,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990002213
2025-04-21,117.48,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004036
2025-04-21,76.15,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004291
2025-04-21,145.49,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004412
2025-04-21,137.95,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990006741
2025-04-21,65.04,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009702
2025-04-21,90.25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990000454
2025-04-21,82.61,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990006856
2025-04-21,129.47,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990009661
2025-04-21,149.81,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990003376
2025-04-21,63.5,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990011967
2025-04-21,72.54,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000231
2025-04-21,236.74,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000636
2025-04-21,168.75,Google Search,Brand Search,Brand Core RSA,AFF-1201,990003332
2025-04-21,134.69,Google Search,Brand Search,Brand Core RSA,AFF-1201,990004093
2025-04-21,194.89,Google Search,Brand Search,Brand Core RSA,AFF-1201,990005271
2025-04-21,67.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990005591
2025-04-21,135.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007620
2025-04-21,145.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010671
2025-04-21,81.46,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012928
2025-04-21,253.45,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014756
2025-04-21,68.12,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990001842
2025-04-21,218.89,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004221
2025-04-21,132.08,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004504
2025-04-21,123.33,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990006833
2025-04-21,85.6,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009614
2025-04-21,71.75,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010319
2025-04-21,162.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010718
2025-04-21,67.62,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990013089
2025-04-21,101.92,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990009930
2025-04-21,143.15,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990010098
2025-04-21,161.39,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990013820
2025-04-21,82.86,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990014121
2025-04-21,131.95,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990010258
2025-04-21,77.74,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990004748
2025-04-21,87.18,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990004595
2025-04-21,136.42,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990014868
2025-04-22,191.6,Bing,Brand Search,Bing Brand Exact,AFF-3201,990006038
2025-04-22,113.05,Bing,Brand Search,Bing Brand Exact,AFF-3201,990013738
2025-04-22,1017.87,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990002749
2025-04-22,112.04,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990005524
2025-04-22,62.79,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990001578
2025-04-22,98.92,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990004698
2025-04-22,74.58,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990006325
2025-04-22,108.0,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990008722
2025-04-22,151.59,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990011335
2025-04-22,84.88,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990005079
2025-04-22,77.57,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990005535
2025-04-22,125.37,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990006593
2025-04-22,97.06,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990010403
2025-04-22,63.26,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990013288
2025-04-22,142.25,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990001848
2025-04-22,68.68,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010184
2025-04-22,104.7,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990012453
2025-04-22,112.38,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990004009
2025-04-22,168.86,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990005181
2025-04-22,133.53,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990007494
2025-04-22,93.89,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001190
2025-04-22,132.78,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001407
2025-04-22,86.61,Google Search,Brand Search,Brand Core RSA,AFF-1201,990002509
2025-04-22,113.32,Google Search,Brand Search,Brand Core RSA,AFF-1201,990002707
2025-04-22,113.59,Google Search,Brand Search,Brand Core RSA,AFF-1201,990003465
2025-04-22,217.73,Google Search,Brand Search,Brand Core RSA,AFF-1201,990004758
2025-04-22,117.27,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006357
2025-04-22,172.06,Google Search,Brand Search,Brand Core RSA,AFF-1201,990007265
2025-04-22,139.48,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010674
2025-04-22,148.14,Google Search,Brand Search,Brand Core RSA,AFF-1201,990012580
2025-04-22,55.93,Google Search,Brand Search,Brand Core RSA,AFF-1201,990015372
2025-04-22,141.91,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990002814
2025-04-22,73.63,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004488
2025-04-22,85.49,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990005915
2025-04-22,106.2,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990007641
2025-04-22,92.84,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990009822
2025-04-22,92.91,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010715
2025-04-22,83.92,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011243
2025-04-22,55.92,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990013704
2025-04-22,290.22,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990001485
2025-04-22,123.91,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990005851
2025-04-22,111.23,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990007081
2025-04-22,113.1,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990007082
2025-04-22,99.39,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990009083
2025-04-22,141.81,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990010461
2025-04-22,5211.71,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990003107
2025-04-22,52.52,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990009565
2025-04-22,115.03,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990011352
2025-04-22,110.66,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990012217
2025-04-22,163.84,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990012882
2025-04-22,87.21,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990008564
2025-04-22,45.22,X / Twitter,Event Push,Launch Countdown Clip,AFF-7201,990011028
2025-04-22,114.56,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990002257
2025-04-22,75.56,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990006469
2025-04-22,57.31,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990007084
2025-04-22,74.06,YouTube,Explainer Video,Demo Reel 30s,AFF-6201,990009762
2025-04-22,211.67,YouTube,Testimonial Video,Customer Story Cutdown,AFF-6202,990003217
2025-04-23,99.21,Bing,Brand Search,Bing Brand Exact,AFF-3201,990001244
2025-04-23,103.58,Bing,Brand Search,Bing Brand Exact,AFF-3201,990011827
2025-04-23,128.79,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990000467
2025-04-23,157.9,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011651
2025-04-23,101.07,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990011652
2025-04-23,117.88,Bing,Competitor Search,Conquest Phrase Match,AFF-3202,990013269
2025-04-23,67.49,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990002973
2025-04-23,89.58,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990003800
2025-04-23,114.05,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990004985
2025-04-23,74.31,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990014828
2025-04-23,89.37,Facebook,Prospecting Social,Lookalike Video v2,AFF-4202,990015305
2025-04-23,77.67,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990000178
2025-04-23,55.73,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990004685
2025-04-23,54.87,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990005208
2025-04-23,96.57,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990006064
2025-04-23,76.33,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990009201
2025-04-23,188.08,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990013938
2025-04-23,101.3,Facebook,Retargeting Social,Remarketing Carousel,AFF-4201,990015636
2025-04-23,66.05,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990006852
2025-04-23,81.15,Google Display,Prospecting Display,In-Market Display A,AFF-2201,990010353
2025-04-23,73.02,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990001051
2025-04-23,96.96,Google Display,Retargeting Display,Retargeting Banner 6,AFF-2202,990009667
2025-04-23,142.04,Google Search,Brand Search,Brand Core RSA,AFF-1201,990000009
2025-04-23,97.24,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001507
2025-04-23,109.67,Google Search,Brand Search,Brand Core RSA,AFF-1201,990001719
2025-04-23,93.98,Google Search,Brand Search,Brand Core RSA,AFF-1201,990004754
2025-04-23,141.21,Google Search,Brand Search,Brand Core RSA,AFF-1201,990005266
2025-04-23,92.1,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006228
2025-04-23,153.47,Google Search,Brand Search,Brand Core RSA,AFF-1201,990006359
2025-04-23,123.29,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009270
2025-04-23,69.3,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009439
2025-04-23,134.65,Google Search,Brand Search,Brand Core RSA,AFF-1201,990009962
2025-04-23,78.9,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010145
2025-04-23,177.87,Google Search,Brand Search,Brand Core RSA,AFF-1201,990010300
2025-04-23,80.27,Google Search,Brand Search,Brand Core RSA,AFF-1201,990013360
2025-04-23,215.34,Google Search,Brand Search,Brand Core RSA,AFF-1201,990013853
2025-04-23,2359.08,Google Search,Brand Search,Brand Core RSA,AFF-1201,990014264
2025-04-23,95.39,Google Search,Brand Search,Brand Core RSA,AFF-1201,990015713
2025-04-23,79.83,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990004898
2025-04-23,172.97,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990010323
2025-04-23,92.68,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990011432
2025-04-23,786.57,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990014458
2025-04-23,87.84,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990015558
2025-04-23,65.03,Google Search,Nonbrand Search,High Intent Terms,AFF-1202,990015570
2025-04-23,204.97,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990005711
2025-04-23,96.73,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990009081
2025-04-23,153.27,LinkedIn,ABM Outreach,Enterprise ABM Lead Gen,AFF-5202,990010273
2025-04-23,182.9,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990006461
2025-04-23,151.19,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990010814
2025-04-23,84.98,LinkedIn,B2B Decision Makers,Director Persona Static,AFF-5201,990011163
